OID_,ชุมชน,รหัสเขต,รหัสไปรษณีย์,รหัสประเภทชุมชน,ละติจูด,ลองจิจูด,เขต,แขวง,ประเภทชุมชน,โรงพยาบาลใกล้ที่สุด,ระยะทาง(เมตร)
854,ชุมชนสันติสุข,1038,103801,1,13.80338851,100.5937552,เขตลาดพร้าว,แขวงลาดพร้าว,ชุมชนแออัด,โรงพยาบาลขนาดเล็กเปาโล โชคชัย,317.3826489302274
751,ชุมชนหลังตลาดเก่าวัดพระยาไกร,1031,103102,1,13.70423317,100.5022859,เขตบางคอแหลม,แขวงวัดพระยาไกร,ชุมชนแออัด,โรงพยาบาลเจริญกรุงประชารักษ์,1348.9952307851474
43,ชุมชนพงษ์เวชอนุสรณ์,1009,100910,1,13.6905247,100.6066647,เขตพระโขนง,แขวงพระโขนงใต้,ชุมชนแออัด,โรงพยาบาลรวมใจรักษ์,465.4249069068165
752,ชุมชนบางคอแหลม,1031,103101,1,13.69900897,100.502188,เขตบางคอแหลม,แขวงบางคอแหลม,ชุมชนแออัด,โรงพยาบาลเจริญกรุงประชารักษ์,950.5095658621321
753,ชุมชนสวนหลวง 1,1031,103101,1,13.69951341,100.5039663,เขตบางคอแหลม,แขวงบางคอแหลม,ชุมชนแออัด,สถานพยาบาลพระราม 3,1117.6094566219797
754,ชุมชนบางอุทิศ,1031,103102,1,13.70055439,100.5067003,เขตบางคอแหลม,แขวงวัดพระยาไกร,ชุมชนแออัด,สถานพยาบาลพระราม 3,1127.0097821812562
755,ชุมชนวัดพระยาไกรระยะ 3,1031,103102,1,13.70186695,100.5093621,เขตบางคอแหลม,แขวงวัดพระยาไกร,ชุมชนแออัด,สถานพยาบาลพระราม 3,1251.3415435891975
757,ชุมชนบางโคล่,1031,103103,1,13.68740594,100.5119878,เขตบางคอแหลม,แขวงบางโคล่,ชุมชนแออัด,สถานพยาบาลพระราม 3,493.5969281472092
758,ชุมชนโรงแก้ว,1031,103103,1,13.69663512,100.5267188,เขตบางคอแหลม,แขวงบางโคล่,ชุมชนแออัด,โรงพยาบาลศัลยกรรมตกแต่งมิลาด้า,620.3970275014677
760,ชุมชนซอยโรงเจ,1031,103102,1,13.70383115,100.5118894,เขตบางคอแหลม,แขวงวัดพระยาไกร,ชุมชนแออัด,สถานพยาบาลพระราม 3,1505.2783634329548
761,ชุมชนมิตรสัมพันธ์,1031,103102,1,13.70850009,100.5126127,เขตบางคอแหลม,แขวงวัดพระยาไกร,ชุมชนแออัด,โรงพยาบาลเลิดสิน,1591.1376104686628
314,ชุมชนมัสยิดบ้านสมเด็จ,1015,101502,1,13.73069053,100.4920241,เขตธนบุรี,แขวงหิรัญรูจี,ชุมชนแออัด,สถานพยาบาลนันอา,370.90669215989584
315,ชุมชนบางไส้ไก่บ้านสมเด็จ,1015,101502,1,13.73192282,100.4900439,เขตธนบุรี,แขวงหิรัญรูจี,ชุมชนแออัด,สถานพยาบาลนันอา,581.0524587213326
762,ชุมชนสวนหลวง 2 / วัดราชสิงขร,1031,103102,1,13.7060061,100.5080294,เขตบางคอแหลม,แขวงวัดพระยาไกร,ชุมชนแออัด,สถานพยาบาลพระราม 3,1709.5454315922118
763,ชุมชนซอยเจริญกรุง 89,1031,103102,1,13.70498598,100.5078103,เขตบางคอแหลม,แขวงวัดพระยาไกร,ชุมชนแออัด,สถานพยาบาลพระราม 3,1598.1844630411
764,ชุมชนศาลเจ้าแดง,1031,103102,1,13.70632665,100.5088266,เขตบางคอแหลม,แขวงวัดพระยาไกร,ชุมชนแออัด,สถานพยาบาลพระราม 3,1743.1300353116033
765,ชุมชนร่วมใจพัฒนา,1031,103102,1,13.70266161,100.5124552,เขตบางคอแหลม,แขวงวัดพระยาไกร,ชุมชนแออัด,สถานพยาบาลพระราม 3,1395.7002051320928
766,ชุมชนหลังสามร้อยห้อง,1031,103102,1,13.69886087,100.5072165,เขตบางคอแหลม,แขวงวัดพระยาไกร,ชุมชนแออัด,สถานพยาบาลพระราม 3,932.4455824304249
769,ชุมชนศาลเจ้าแม่ตะเคียนทอง,1031,103102,1,13.70292379,100.5094891,เขตบางคอแหลม,แขวงวัดพระยาไกร,ชุมชนแออัด,สถานพยาบาลพระราม 3,1368.8370940084847
770,ชุมชนบาหยัน,1031,103102,1,13.70917944,100.5109066,เขตบางคอแหลม,แขวงวัดพระยาไกร,ชุมชนแออัด,โรงพยาบาลเลิดสิน,1594.0073820912114
787,ชุมชนปู่เจ้าสมิงพรายสะพานปูน,1036,103604,1,13.91304232,100.5934669,เขตดอนเมือง,แขวงดอนเมือง,ชุมชนแออัด,โรงพยาบาลภูมิพลอดุลยเดช,2718.039141457732
789,ชุมชนประเสริฐเปรมประชา,1036,103604,1,13.91573701,100.5974458,เขตดอนเมือง,แขวงดอนเมือง,ชุมชนแออัด,โรงพยาบาลภูมิพลอดุลยเดช,2370.046224481736
793,ชุมชนพัฒนาตลาดกลาง,1036,103604,1,13.91793688,100.5872357,เขตดอนเมือง,แขวงดอนเมือง,ชุมชนแออัด,โรงพยาบาลทหารอากาศ (สีกัน),2651.2550169257343
794,ชุมชนหน้าท่าอากาศยานด้านใต้,1036,103604,1,13.92194808,100.6013751,เขตดอนเมือง,แขวงดอนเมือง,ชุมชนแออัด,โรงพยาบาลภูมิพลอดุลยเดช,2317.631630505761
779,ชุมชนร่วมมิตรแรงศรัทธา,1036,103605,1,13.89613291,100.6041306,เขตดอนเมือง,แขวงสนามบิน,ชุมชนแออัด,โรงพยาบาลซีจีเอชโรงพยาบาลทั่วไปขนาดใหญ่,832.7836777429045
806,ชุมชนสะพานปูน,1036,103604,1,13.91134772,100.5955095,เขตดอนเมือง,แขวงดอนเมือง,ชุมชนแออัด,โรงพยาบาลภูมิพลอดุลยเดช,2474.3551320053584
481,ชุมชนเพชรสยาม,1005,100502,5,13.88400872,100.6345884,เขตบางเขน,แขวงอนุสาวรีย์,ชุมชนเมือง,โรงพยาบาลเอส วาย เอช,2909.8641618586294
1626,ชุมชนหมู่บ้านวาเลนไทน์,1043,104301,5,13.83877779,100.6615694,เขตคันนายาว,แขวงคันนายาว,ชุมชนเมือง,โรงพยาบาลเด็กสินแพทย์,780.545290320769
819,ชุมชนร่วมพัฒนา,1036,103602,1,13.93394773,100.607473,เขตดอนเมือง,แขวงสีกัน,ชุมชนแออัด,โรงพยาบาล บี.แคร์ เมดิคอลเซ็นเตอร์,2111.82221584081
827,ชุมชนหลังตลาดสุภาพงษ์,1030,103003,1,13.80314479,100.5881208,เขตจตุจักร,แขวงจันทรเกษม,ชุมชนแออัด,โรงพยาบาลเปาโล โชคชัย 4,883.9271983935593
829,ชุมชนหลังโรงเจ,1030,103003,1,13.82311468,100.5877104,เขตจตุจักร,แขวงจันทรเกษม,ชุมชนแออัด,โรงพยาบาลเดอะซีเนียร์รัชโยธิน,1282.2863314123301
831,ชุมชนวังหิน,1030,103002,1,13.83271944,100.589681,เขตจตุจักร,แขวงเสนานิคม,ชุมชนแออัด,โรงพยาบาลเดอะซีเนียร์รัชโยธิน,1412.3697153377113
833,ชุมชนวัดบางบัว,1030,103002,1,13.85678219,100.5867547,เขตจตุจักร,แขวงเสนานิคม,ชุมชนแออัด,สถาบันพัฒนาสุขภาวะเขตเมือง,2009.8269382152312
835,ชุมชนสามัคคีเทวสุนทร,1030,103001,1,13.85318199,100.5604479,เขตจตุจักร,แขวงลาดยาว,ชุมชนแออัด,ทัณฑสถาน โรงพยาบาลราชทัณฑ์,717.8417902785393
836,ชุมชนประชาร่วมใจ 1,1030,103001,1,13.84607742,100.557579,เขตจตุจักร,แขวงลาดยาว,ชุมชนแออัด,ทัณฑสถาน โรงพยาบาลราชทัณฑ์,532.0459041655266
837,ชุมชนประชาร่วมใจ 2,1030,103001,1,13.83738537,100.5527386,เขตจตุจักร,แขวงลาดยาว,ชุมชนแออัด,ทัณฑสถาน โรงพยาบาลราชทัณฑ์,1407.497429576287
839,ชุมชนหนองจุฬา,1030,103005,1,13.82329379,100.5440704,เขตจตุจักร,แขวงจตุจักร,ชุมชนแออัด,โรงพยาบาลเกษมราษฎร์ประชาชื่น,1114.3079417623144
843,ชุมชนริมคลองลาดพร้าวภาวนา,1030,103003,1,13.80829676,100.588165,เขตจตุจักร,แขวงจันทรเกษม,ชุมชนแออัด,โรงพยาบาลขนาดเล็กเปาโล โชคชัย,1127.0081500345095
844,ชุมชนไทรคู่,1030,103005,1,13.82282285,100.5470828,เขตจตุจักร,แขวงจตุจักร,ชุมชนแออัด,โรงพยาบาลเกษมราษฎร์ประชาชื่น,1350.2702320626672
44,ชุมชนข้างโรงกลั่นน้ำมันบางจาก,1009,100910,1,13.69156157,100.5958925,เขตพระโขนง,แขวงพระโขนงใต้,ชุมชนแออัด,โรงพยาบาลรวมใจรักษ์,856.2044352863671
144,ชุมชนซอยร่วมฤดี,1007,100704,1,13.7342302,100.5498471,เขตปทุมวัน,แขวงลุมพินี,ชุมชนแออัด,โรงพยาบาลทันตกรรม กรุงเทพ อินเตอร์เนชั่นแนล,508.1139638210048
845,ชุมชนพหลโยธิน 46,1030,103002,1,13.8564407,100.5864471,เขตจตุจักร,แขวงเสนานิคม,ชุมชนแออัด,สถาบันพัฒนาสุขภาวะเขตเมือง,2059.552053686331
846,ชุมชนคลองน้ำแก้ว,1030,103003,1,13.80172913,100.5777616,เขตจตุจักร,แขวงจันทรเกษม,ชุมชนแออัด,โรงพยาบาลโกลเด้นเยียส์,1311.3965977345213
847,ชุมชนคลองพระยาเวิก,1030,103004,1,13.8011314,100.5666402,เขตจตุจักร,แขวงจอมพล,ชุมชนแออัด,โรงพยาบาลโกลเด้นเยียส์,1704.1143554886878
849,ชุมชนร่วมสุขพัฒนา,1030,103005,1,13.82690235,100.5566374,เขตจตุจักร,แขวงจตุจักร,ชุมชนแออัด,สถานพยาบาลผู้ป่วยเรื้อรังเดอะซีเนียร์ 3,1928.4752024738682
859,ชุมชนสุขทรัพย์,1038,103802,1,13.82558528,100.6122024,เขตลาดพร้าว,แขวงจรเข้บัว,ชุมชนแออัด,โรงพยาบาลศัลยกรรมตกแต่งดับเบิ้ลยู,1486.6169009992973
861,ชุมชนซอยนกแก้วน้อย,1038,103801,1,13.80962724,100.6114821,เขตลาดพร้าว,แขวงลาดพร้าว,ชุมชนแออัด,โรงพยาบาลภัสรพิบาล เนอสซิ่งโฮม,1701.2720357865717
767,ชุมชนวัดไผ่เงิน,1031,103103,1,13.7014654,100.5232553,เขตบางคอแหลม,แขวงบางโคล่,ชุมชนแออัด,โรงพยาบาลศัลยกรรมตกแต่งมิลาด้า,795.1382587257053
872,ชุมชนข้างโรงเรียนสายอักษร,1027,102701,1,13.84484695,100.640836,เขตบึงกุ่ม,แขวงคลองกุ่ม,ชุมชนแออัด,โรงพยาบาลเฉพาะทางกระดูกและข้อ ข้อดีมีสุข,1700.5722920978328
876,ชุมชนโพธิ์ทอง,1027,102701,1,13.81821393,100.6469297,เขตบึงกุ่ม,แขวงคลองกุ่ม,ชุมชนแออัด,โรงพยาบาลนวเวช,319.4524735801397
881,ชุมชนอัสลามคลองกุ่ม,1027,102701,1,13.78169254,100.6743894,เขตบึงกุ่ม,แขวงคลองกุ่ม,ชุมชนแออัด,โรงพยาบาลเกษมราษฏร์ รามคำแหง,358.63184491686604
882,ชุมชนวัดพิชัย,1027,102701,1,13.77321253,100.6572765,เขตบึงกุ่ม,แขวงคลองกุ่ม,ชุมชนแออัด,โรงพยาบาลเกษมราษฏร์ รามคำแหง,2168.1455866355386
883,ชุมชนซอยรอดอนันต์ 1,1027,102701,1,13.77459949,100.655335,เขตบึงกุ่ม,แขวงคลองกุ่ม,ชุมชนแออัด,โรงพยาบาลเวชธานี,2011.7296004397435
884,ชุมชนซอยสมหวัง,1027,102701,1,13.77755705,100.6577418,เขตบึงกุ่ม,แขวงคลองกุ่ม,ชุมชนแออัด,โรงพยาบาลเกษมราษฏร์ รามคำแหง,2024.5582178373277
238,ชุมชนซอยบ้านช่างหล่อ,1020,102005,1,13.75478096,100.4814865,เขตบางกอกน้อย,แขวงบ้านช่างหล่อ,ชุมชนแออัด,โรงพยาบาลธนบุรี,281.8369051337527
885,ชุมชนสุวรรณประสิทธิ์ 3,1027,102701,1,13.80648824,100.6633752,เขตบึงกุ่ม,แขวงคลองกุ่ม,ชุมชนแออัด,โรงพยาบาลสิรินาถ บึงกุ่ม,1831.6141629646456
145,ชุมชนวัดชัยมงคล (ศาลเจ้าแป๊ะกง),1007,100701,1,13.74825645,100.5227066,เขตปทุมวัน,แขวงรองเมือง,ชุมชนแออัด,โรงพยาบาลการแพทย์แผนไทยและการแพทย์ผสมผสาน,742.7141212969958
886,ชุมชนสุวรรณประสิทธิ์ 2,1027,102701,1,13.80405009,100.6630342,เขตบึงกุ่ม,แขวงคลองกุ่ม,ชุมชนแออัด,โรงพยาบาลสิรินาถ บึงกุ่ม,1698.867500828197
887,ชุมชนสุวรรณประสิทธิ์ 1,1027,102701,1,13.8004453,100.6627866,เขตบึงกุ่ม,แขวงคลองกุ่ม,ชุมชนแออัด,โรงพยาบาลสิรินาถ บึงกุ่ม,1597.661475252398
888,ชุมชนเพชรคลองจั่น,1027,102701,1,13.77454665,100.6564721,เขตบึงกุ่ม,แขวงคลองกุ่ม,ชุมชนแออัด,โรงพยาบาลเวชธานี,2132.6480516820175
889,ชุมชนบางเตยล่าง,1027,102701,1,13.78750739,100.6606234,เขตบึงกุ่ม,แขวงคลองกุ่ม,ชุมชนแออัด,โรงพยาบาลสิรินาถ บึงกุ่ม,1895.4917475156321
316,ชุมชนวัดประดิษฐาราม,1015,101502,1,13.73431461,100.4876548,เขตธนบุรี,แขวงหิรัญรูจี,ชุมชนแออัด,สถานพยาบาลนันอา,897.8144605180267
892,ชุมชนชูสุวรรณ,1027,102701,1,13.82152061,100.6565539,เขตบึงกุ่ม,แขวงคลองกุ่ม,ชุมชนแออัด,โรงพยาบาลพญาไท นวมินทร์,432.05956739750536
905,ชุมชนพหลโยธิน 32,1030,103003,1,13.83336897,100.5730627,เขตจตุจักร,แขวงจันทรเกษม,ชุมชนแออัด,โรงพยาบาลทั่วไปขนาดใหญ่เปาโล เกษตร,260.6126914619401
906,ชุมชนหลังกรมวิทยาศาสตร์,1030,103002,1,13.84635492,100.5861751,เขตจตุจักร,แขวงเสนานิคม,ชุมชนแออัด,โรงพยาบาลทั่วไปขนาดใหญ่เปาโล เกษตร,1767.6521660736503
907,ชุมชนวัดวิมุตยาราม,1025,102502,1,13.81040177,100.5139243,เขตบางพลัด,แขวงบางอ้อ,ชุมชนแออัด,โรงพยาบาลบางโพ,1060.590590499171
908,ชุมชนวัดฉัตรแก้วจงกลณี,1025,102502,1,13.80181935,100.5145904,เขตบางพลัด,แขวงบางอ้อ,ชุมชนแออัด,โรงพยาบาลยันฮี,421.03799592895234
910,ชุมชนพัฒนาซอย 85,1025,102502,1,13.79774314,100.5012453,เขตบางพลัด,แขวงบางอ้อ,ชุมชนแออัด,โรงพยาบาลยันฮี,1121.720497599751
911,ชุมชนคลองมะนาว,1025,102502,1,13.79433113,100.5019264,เขตบางพลัด,แขวงบางอ้อ,ชุมชนแออัด,โรงพยาบาลการไฟฟ้านครหลวง,1165.0144984048463
912,ชุมชนคลองสวนพริก,1025,102501,1,13.79392752,100.4954772,เขตบางพลัด,แขวงบางพลัด,ชุมชนแออัด,โรงพยาบาลการไฟฟ้านครหลวง,1715.2453823271035
913,ชุมชนวัดบางพลัด,1025,102501,1,13.79256343,100.4997878,เขตบางพลัด,แขวงบางพลัด,ชุมชนแออัด,โรงพยาบาลการไฟฟ้านครหลวง,1232.8840140652198
914,ชุมชนพัฒนาซอย 79,1025,102501,1,13.79348822,100.4978514,เขตบางพลัด,แขวงบางพลัด,ชุมชนแออัด,โรงพยาบาลการไฟฟ้านครหลวง,1465.4951391190277
915,ชุมชนวัดรวกบางบำหรุ,1025,102503,1,13.78353609,100.4813901,เขตบางพลัด,แขวงบางบำหรุ,ชุมชนแออัด,โรงพยาบาลผิวหนัง อโศกสาขาปิ่นเกล้า,903.7189760262979
916,ชุมชนโค้งถ่าน,1025,102504,1,13.76725101,100.4897125,เขตบางพลัด,แขวงบางยี่ขัน,ชุมชนแออัด,โรงพยาบาลศิริราช ปิยมหาราชการุณย์,929.0798032430167
917,ชุมชนจรัญวิถี 74,1025,102502,1,13.79082698,100.5073238,เขตบางพลัด,แขวงบางอ้อ,ชุมชนแออัด,โรงพยาบาลการไฟฟ้านครหลวง,492.4277275171559
918,ชุมชนริมคลองบางพลัด,1025,102502,1,13.79097688,100.5064647,เขตบางพลัด,แขวงบางอ้อ,ชุมชนแออัด,โรงพยาบาลการไฟฟ้านครหลวง,559.1393511343249
919,ชุมชนจรัญสนิทวงศ์ 72,1025,102501,1,13.78943829,100.5052987,เขตบางพลัด,แขวงบางพลัด,ชุมชนแออัด,โรงพยาบาลการไฟฟ้านครหลวง,543.9574935629158
920,ชุมชนสะพานยาว,1025,102501,1,13.78796381,100.5039944,เขตบางพลัด,แขวงบางพลัด,ชุมชนแออัด,โรงพยาบาลการไฟฟ้านครหลวง,623.2824301929812
921,ชุมชนวัดเทพากร,1025,102501,1,13.78601551,100.501827,เขตบางพลัด,แขวงบางพลัด,ชุมชนแออัด,โรงพยาบาลการไฟฟ้านครหลวง,855.9559095291452
922,ชุมชนวัดภคินีนาถ,1025,102504,1,13.78068394,100.5000727,เขตบางพลัด,แขวงบางยี่ขัน,ชุมชนแออัด,โรงพยาบาลวชิรพยาบาล,996.5864405535236
923,ชุมชนวัดสิงห์,1025,102504,1,13.78183411,100.4952615,เขตบางพลัด,แขวงบางยี่ขัน,ชุมชนแออัด,โรงพยาบาลวชิรพยาบาล,1521.2186498211943
924,ชุมชนวัดบวรมงคล,1025,102504,1,13.77627322,100.4970203,เขตบางพลัด,แขวงบางยี่ขัน,ชุมชนแออัด,โรงพยาบาลวชิรพยาบาล,1417.4074469470645
925,ชุมชนวัดคฤหบดี,1025,102504,1,13.77374537,100.4964956,เขตบางพลัด,แขวงบางยี่ขัน,ชุมชนแออัด,โรงพยาบาลครู,1429.829164564946
926,ชุมชนบ้านปูน,1025,102504,1,13.77221104,100.4946177,เขตบางพลัด,แขวงบางยี่ขัน,ชุมชนแออัด,โรงพยาบาลครู,1530.9556604718068
208,ชุมชนหลังวัดใหม่วิเชียร,1016,101602,1,13.73549093,100.4799412,เขตบางกอกใหญ่,แขวงวัดท่าพระ,ชุมชนแออัด,สถานพยาบาลนันอา,1731.8288569760768
927,ชุมชนวัดพระยาศิริไอยสวรรค์,1025,102504,1,13.76941729,100.493222,เขตบางพลัด,แขวงบางยี่ขัน,ชุมชนแออัด,โรงพยาบาลศิริราช ปิยมหาราชการุณย์,1331.7400076836846
928,ชุมชนวัดดาวดึงษาราม,1025,102504,1,13.76786773,100.4923613,เขตบางพลัด,แขวงบางยี่ขัน,ชุมชนแออัด,โรงพยาบาลศิริราช ปิยมหาราชการุณย์,1138.701586275135
930,ชุมชนศรีอุลัย,1025,102504,1,13.76858882,100.4912099,เขตบางพลัด,แขวงบางยี่ขัน,ชุมชนแออัด,โรงพยาบาลศิริราช ปิยมหาราชการุณย์,1135.8806689893008
931,ชุมชนมัสยิดบางอ้อ จรัญสนิทวงศ์ 86,1025,102502,1,13.7967451,100.5121714,เขตบางพลัด,แขวงบางอ้อ,ชุมชนแออัด,โรงพยาบาลยันฮี,322.1178704887169
317,ชุมชนสี่แยกบ้านแขก,1015,101502,1,13.73058104,100.4936878,เขตธนบุรี,แขวงหิรัญรูจี,ชุมชนแออัด,สถานพยาบาลนันอา,202.64921424474582
932,ชุมชนวัดเทพนารี,1025,102501,1,13.78418409,100.5012419,เขตบางพลัด,แขวงบางพลัด,ชุมชนแออัด,โรงพยาบาลวชิรพยาบาล,947.8871385302458
935,ชุมชนดวงดี,1025,102501,1,13.7944104,100.4963405,เขตบางพลัด,แขวงบางพลัด,ชุมชนแออัด,โรงพยาบาลการไฟฟ้านครหลวง,1657.9154663149677
936,ชุมชนวัดภาณุรังษี,1025,102501,1,13.78835759,100.497236,เขตบางพลัด,แขวงบางพลัด,ชุมชนแออัด,โรงพยาบาลการไฟฟ้านครหลวง,1353.3638581858008
937,ชุมชนแสงทอง,1025,102502,1,13.80061577,100.5045102,เขตบางพลัด,แขวงบางอ้อ,ชุมชนแออัด,โรงพยาบาลยันฮี,759.2057842450592
938,ชุมชนคลองบางพระครู,1025,102502,1,13.79576659,100.5007425,เขตบางพลัด,แขวงบางอ้อ,ชุมชนแออัด,โรงพยาบาลยันฮี,1231.8308838371443
939,ชุมชนมะพร้าวคู่,1025,102503,1,13.78189735,100.4848203,เขตบางพลัด,แขวงบางบำหรุ,ชุมชนแออัด,โรงพยาบาลผิวหนัง อโศกสาขาปิ่นเกล้า,1261.227449602664
940,ชุมชนโค้งมะขาม,1025,102503,1,13.78316684,100.4856607,เขตบางพลัด,แขวงบางบำหรุ,ชุมชนแออัด,โรงพยาบาลผิวหนัง อโศกสาขาปิ่นเกล้า,1356.7992275107176
941,ชุมชนบ้านญวน,1025,102503,1,13.78480475,100.4823692,เขตบางพลัด,แขวงบางบำหรุ,ชุมชนแออัด,โรงพยาบาลผิวหนัง อโศกสาขาปิ่นเกล้า,1039.2443638088205
956,ชุมชนสุขศิริ,1035,103502,1,13.70522941,100.4642928,เขตจอมทอง,แขวงบางค้อ,ชุมชนแออัด,โรงพยาบาลพีเอ็มจีบางขุนเทียน,911.9276162579221
960,ชุมชนศิลปเดช,1035,103502,1,13.69986628,100.4738749,เขตจอมทอง,แขวงบางค้อ,ชุมชนแออัด,โรงพยาบาลพีเอ็มจีบางขุนเทียน,447.67907033542815
2004,ชุมชนทวีวัฒนา 25,1048,104801,5,13.75434613,100.3755879,เขตทวีวัฒนา,แขวงทวีวัฒนา,ชุมชนเมือง,โรงพยาบาลราชพิพัฒน์,2731.1752589907633
967,ชุมชนป้าแดงพัฒนา 1,1035,103503,1,13.67820073,100.4765318,เขตจอมทอง,แขวงบางมด,ชุมชนแออัด,โรงพยาบาลบางปะกอก 9 อินเตอร์เนชั่นแนล,466.4851506849651
237,ชุมชนวัดพระยาทำ,1020,102005,1,13.74814139,100.4822492,เขตบางกอกน้อย,แขวงบ้านช่างหล่อ,ชุมชนแออัด,โรงพยาบาลธนบุรี,567.112664104388
987,ชุมชนมีสุวรรณพัฒนา,1040,104004,1,13.68321618,100.3925174,เขตบางแค,แขวงหลักสอง,ชุมชนแออัด,โรงพยาบาลบางปะกอก 8 อินเตอร์เนชั่นแนล,2740.87099481747
988,ชุมชนคลองยายเทียบฝั่งเหนือ,1040,104002,1,13.71402493,100.4193557,เขตบางแค,แขวงบางแคเหนือ,ชุมชนแออัด,โรงพยาบาลมิตรประชา,1372.0161055671513
989,ชุมชนนิมมานรดี,1040,104001,1,13.70965106,100.4254041,เขตบางแค,แขวงบางแค,ชุมชนแออัด,โรงพยาบาลมิตรประชา,732.1518145580708
990,ชุมชนยิ้มประยูร,1040,104001,1,13.69483627,100.4251761,เขตบางแค,แขวงบางแค,ชุมชนแออัด,โรงพยาบาลมิตรประชา,2004.425853659213
991,ชุมชนเพิ่มทรัพย์,1040,104001,1,13.69025973,100.4224582,เขตบางแค,แขวงบางแค,ชุมชนแออัด,โรงพยาบาลสหวิทยาการมะลิ,1930.082954070243
993,ชุมชนคลองยายเทียบฝั่งใต้,1040,104001,1,13.71036863,100.4185201,เขตบางแค,แขวงบางแค,ชุมชนแออัด,โรงพยาบาลมิตรประชา,1447.1339253715848
994,ชุมชนเลียบคลองทวีวัฒนา,1040,104004,1,13.71467516,100.371436,เขตบางแค,แขวงหลักสอง,ชุมชนแออัด,โรงพยาบาลบุญญาเวช,1676.083643763854
998,ชุมชนปู่เย็น ย่าคำ ยังอยู่,1040,104001,1,13.70394224,100.3848728,เขตบางแค,แขวงบางแค,ชุมชนแออัด,โรงพยาบาลบุญญาเวช,637.8575650335249
999,ชุมชนเจิมจิตต์,1040,104004,1,13.69691519,100.3902589,เขตบางแค,แขวงหลักสอง,ชุมชนแออัด,โรงพยาบาลบุญญาเวช,1475.3832653241943
1000,ชุมชนชาววัดม่วง,1040,104004,1,13.69427445,100.3920647,เขตบางแค,แขวงหลักสอง,ชุมชนแออัด,โรงพยาบาลบุญญาเวช,1816.1821093085227
1001,ชุมชนร่วมใจพัฒนา,1040,104004,1,13.69341958,100.392975,เขตบางแค,แขวงหลักสอง,ชุมชนแออัด,โรงพยาบาลบุญญาเวช,1940.6842185736543
1002,ชุมชนพุ่มพวง,1040,104002,1,13.71552899,100.4140204,เขตบางแค,แขวงบางแคเหนือ,ชุมชนแออัด,โรงพยาบาลเกษมราษฏร์บางแค,1738.230401623753
1003,ชุมชนโรงเรียนราชวินิตประถมบางแค,1040,104002,1,13.7171264,100.4223517,เขตบางแค,แขวงบางแคเหนือ,ชุมชนแออัด,โรงพยาบาลมิตรประชา,1184.898124163641
1004,ชุมชนรวมใจริมคลอง หมู่ 3,1040,104002,1,13.7166031,100.4253166,เขตบางแค,แขวงบางแคเหนือ,ชุมชนแออัด,โรงพยาบาลมิตรประชา,885.4895656845856
1007,ชุมชนซอยพึ่งธรรม,1040,104001,1,13.71055746,100.4139629,เขตบางแค,แขวงบางแค,ชุมชนแออัด,โรงพยาบาลเกษมราษฏร์บางแค,1642.226382795946
1008,ชุมชนกระถินทอง,1040,104001,1,13.7098545,100.4088364,เขตบางแค,แขวงบางแค,ชุมชนแออัด,โรงพยาบาลเกษมราษฏร์บางแค,1090.3796936668177
45,ชุมชนเล็กเที่ยง,1009,100910,1,13.70048209,100.5988556,เขตพระโขนง,แขวงพระโขนงใต้,ชุมชนแออัด,โรงพยาบาลรวมใจรักษ์,930.5402211789137
1012,ชุมชนเจริญแพทย์,1040,104003,1,13.7376319,100.3851999,เขตบางแค,แขวงบางไผ่,ชุมชนแออัด,โรงพยาบาลราชพิพัฒน์,2105.738591166188
1016,ชุมชนนครแสงเพชร,1040,104002,1,13.71977295,100.4164222,เขตบางแค,แขวงบางแคเหนือ,ชุมชนแออัด,โรงพยาบาลมิตรประชา,1887.817725060663
1017,ชุมชนริมคลองราชมนตรี,1040,104002,1,13.71563785,100.4249686,เขตบางแค,แขวงบางแคเหนือ,ชุมชนแออัด,โรงพยาบาลมิตรประชา,857.4173405102159
1022,ชุมชนซอยแม่เนี้ยว แยก 2,1026,102601,1,13.77263263,100.5592645,เขตดินแดง,แขวงดินแดง,ชุมชนแออัด,โรงพยาบาลทหารผ่านศึก,827.2136960565845
318,ชุมชนประสานมิตร,1015,101502,1,13.72885588,100.4889704,เขตธนบุรี,แขวงหิรัญรูจี,ชุมชนแออัด,สถานพยาบาลนันอา,746.9416623752268
1027,ชุมชนซอยสมบูรณ์พัฒนา 2,1026,102601,1,13.78046409,100.564403,เขตดินแดง,แขวงดินแดง,ชุมชนแออัด,โรงพยาบาลทหารผ่านศึก,1671.4089550238411
1028,ชุมชนซอยสุพรรณิการ์ 2,1026,102601,1,13.78116441,100.5651476,เขตดินแดง,แขวงดินแดง,ชุมชนแออัด,โรงพยาบาลโกลเด้นเยียส์,1639.1155647625105
1029,ชุมชนซอยอินทามระ 55,1026,102601,1,13.78266604,100.5692268,เขตดินแดง,แขวงดินแดง,ชุมชนแออัด,โรงพยาบาลโกลเด้นเยียส์,1191.291202722125
1030,ชุมชนซอยริมคลองบางซื่อ ซอยโชคชัยร่วมมิตร แยก 18,1026,102601,1,13.79656614,100.5723811,เขตดินแดง,แขวงดินแดง,ชุมชนแออัด,โรงพยาบาลโกลเด้นเยียส์,917.640413165106
