OID_,ชุมชน,รหัสเขต,รหัสไปรษณีย์,รหัสประเภทชุมชน,ละติจูด,ลองจิจูด,เขต,แขวง,ประเภทชุมชน,ประชากร,โรงพยาบาลใกล้ที่สุด,ระยะทาง(เมตร)
614,ชุมชนศิริธร,1023,102302,2,13.68962915,100.3805547,เขตหนองแขม,แขวงหนองแขม,ชุมชนชานเมือง,447,โรงพยาบาลบุญญาเวช,2287.057185
269,ชุมชนวัดกระจัง,1019,101903,2,13.77444859,100.4407508,เขตตลิ่งชัน,แขวงฉิมพลี,ชุมชนชานเมือง,542,โรงพยาบาลศรีสวรรค์ ราชพฤกษ์,1755.34655
1681,ชุมชนสองฝั่งคลอง,1011,101103,2,13.736426,100.7677745,เขตลาดกระบัง,แขวงคลองสามประเวศ,ชุมชนชานเมือง,1105,โรงพยาบาลนคราภิบาล (โรงพยาบาลลาดกระบัง),2322.838124
632,ชุมชนซอยนาคสถาพร 1,1023,102302,2,13.70474927,100.3730797,เขตหนองแขม,แขวงหนองแขม,ชุมชนชานเมือง,1039,โรงพยาบาลบุญญาเวช,1500.302865
633,ชุมชนซอยต้นสน,1023,102302,2,13.70561966,100.3693586,เขตหนองแขม,แขวงหนองแขม,ชุมชนชานเมือง,459,โรงพยาบาลบุญญาเวช,1856.603373
645,ชุมชนสามัคคี 4-6,1023,102302,2,13.71902687,100.3494544,เขตหนองแขม,แขวงหนองแขม,ชุมชนชานเมือง,2060,โรงพยาบาลวิชัยเวช อินเตอร์เนชั่นแนล หนองแขม,1432.241436
651,ชุมชนดวงเดือน,1023,102302,2,13.70791758,100.3476434,เขตหนองแขม,แขวงหนองแขม,ชุมชนชานเมือง,398,โรงพยาบาลวิชัยเวช อินเตอร์เนชั่นแนล หนองแขม,497.8494439
662,ชุมชนหมู่บ้านพัฒนาหมู่ 6,1021,102105,2,13.62431778,100.4701058,เขตบางขุนเทียน,แขวงท่าข้าม,ชุมชนชานเมือง,ไม่พบ,โรงพยาบาลพิม,4594.841536
677,ชุมชนคลองพิทยาลงกรณ์,1021,102105,2,13.52490959,100.4214524,เขตบางขุนเทียน,แขวงท่าข้าม,ชุมชนชานเมือง,402,โรงพยาบาลผู้สูงอายุบางขุนเทียน,5352.848176
676,ชุมชนบางเพนียง,1021,102105,2,13.56327764,100.4445592,เขตบางขุนเทียน,แขวงท่าข้าม,ชุมชนชานเมือง,234,โรงพยาบาลผู้สูงอายุบางขุนเทียน,2543.472766
507,ชุมชนแผ่นดินทองอัลฮิดายะห์,1003,100303,2,13.8917241,100.8492593,เขตหนองจอก,แขวงคลองสิบ,ชุมชนชานเมือง,866,โรงพยาบาลเวชการุณย์รัศมิ์,3977.424473
624,ชุมชนซอยหล่อพระ,1023,102302,2,13.70746092,100.3501558,เขตหนองแขม,แขวงหนองแขม,ชุมชนชานเมือง,268,โรงพยาบาลวิชัยเวช อินเตอร์เนชั่นแนล หนองแขม,231.3592235
1232,ชุมชนบางพรหมร่วมใจ,1048,104802,2,13.76906517,100.3687097,เขตทวีวัฒนา,แขวงศาลาธรรมสพน์,ชุมชนชานเมือง,1435,โรงพยาบาลธนบุรี 2,3795.80327
1350,ชุมชนดารุสสลามสร้างสรรค์ หมู่ 9,1046,104602,2,13.9167086,100.7646019,เขตคลองสามวา,แขวงสามวาตะวันออก,ชุมชนชานเมือง,1055,โรงพยาบาลรัตนประชารักษ์,1449.327842
1351,ชุมชนเกาะขุนเณร หมู่ 12,1046,104605,2,13.86725128,100.7720999,เขตคลองสามวา,แขวงทรายกองดินใต้,ชุมชนชานเมือง,1125,โรงพยาบาลรัตนประชารักษ์,5164.839968
1352,ชุมชนหมู่ 14 พัฒนา,1046,104602,2,13.9046304,100.777482,เขตคลองสามวา,แขวงสามวาตะวันออก,ชุมชนชานเมือง,457,โรงพยาบาลรัตนประชารักษ์,2708.475205
1371,ชุมชนบึงไผ่,1046,104604,2,13.84346227,100.7368067,เขตคลองสามวา,แขวงทรายกองดิน,ชุมชนชานเมือง,548,โรงพยาบาลนวมินทร์ 9,3783.421543
271,ชุมชนหมู่บ้านพัฒนา หมู่ 13 บางระมาด,1019,101905,2,13.77073848,100.4460366,เขตตลิ่งชัน,แขวงบางระมาด,ชุมชนชานเมือง,282,โรงพยาบาลศรีสวรรค์ ราชพฤกษ์,2023.640973
381,ชุมชนหมู่บ้านพัฒนาหมู่ 11 (คลองเจ็ก),1011,101104,2,13.74611563,100.8235539,เขตลาดกระบัง,แขวงลำปลาทิว,ชุมชนชานเมือง,525,โรงพยาบาลพระจอมเกล้าเจ้าคุณทหาร,4042.99034
529,ชุมชนหมู่บ้านพัฒนาหมู่ 12-13,1003,100303,2,13.90677604,100.8319756,เขตหนองจอก,แขวงคลองสิบ,ชุมชนชานเมือง,852,โรงพยาบาลเวชการุณย์รัศมิ์,6228.836261
565,ชุมชนนำไกร หมู่ 9 ทับยาว,1011,101105,2,13.72198349,100.7989607,เขตลาดกระบัง,แขวงทับยาว,ชุมชนชานเมือง,1350,โรงพยาบาลพระจอมเกล้าเจ้าคุณทหาร,1563.013662
375,ชุมชนบึงบัว,1011,101104,2,13.76612605,100.7778083,เขตลาดกระบัง,แขวงลำปลาทิว,ชุมชนชานเมือง,2268,โรงพยาบาลพระจอมเกล้าเจ้าคุณทหาร,3942.721587
617,ชุมชนชายแดน,1023,102302,2,13.73569275,100.3484955,เขตหนองแขม,แขวงหนองแขม,ชุมชนชานเมือง,613,โรงพยาบาลราชพิพัฒน์,2051.018619
618,ชุมชนซอยกำนันวิจิตร,1023,102302,2,13.72656064,100.3371805,เขตหนองแขม,แขวงหนองแขม,ชุมชนชานเมือง,1371,โรงพยาบาลวิชัยเวช อินเตอร์เนชั่นแนล หนองแขม,2751.065722
639,ชุมชนจัดสรร 2,1023,102302,2,13.68376706,100.3468494,เขตหนองแขม,แขวงหนองแขม,ชุมชนชานเมือง,546,โรงพยาบาลวิชัยเวช อินเตอร์เนชั่นแนล หนองแขม,2554.441357
685,ชุมชนแสนตอ,1021,102105,2,13.52526131,100.4374284,เขตบางขุนเทียน,แขวงท่าข้าม,ชุมชนชานเมือง,132,โรงพยาบาลผู้สูงอายุบางขุนเทียน,5523.04726
1607,ชุมชนดารุ้ลอิบาดะฮ์,1049,104902,2,13.63279837,100.4790037,เขตทุ่งครุ,แขวงทุ่งครุ,ชุมชนชานเมือง,180,โรงพยาบาลพิม,4614.565535
1624,ชุมชนเกาะใหญ่พัฒนา,1010,101002,2,13.82923432,100.7773799,เขตมีนบุรี,แขวงแสนแสบ,ชุมชนชานเมือง,688,โรงพยาบาลนวมินทร์ 9,6124.238019
1329,ชุมชนหลอแหลคลองใหญ่,1044,104401,2,13.79444834,100.7004034,เขตสะพานสูง,แขวงสะพานสูง,ชุมชนชานเมือง,612,โรงพยาบาล รามคำแหง 2,589.7804753
1330,ชุมชนร่มรื่น หมู่10,1046,104601,2,13.90808223,100.6937446,เขตคลองสามวา,แขวงสามวาตะวันตก,ชุมชนชานเมือง,1256,โรงพยาบาลซีจีเอชสายไหม,2027.781457
1582,ชุมชนสุกกาทอง โครงการ 2,1010,101002,2,13.84903465,100.7987591,เขตมีนบุรี,แขวงแสนแสบ,ชุมชนชานเมือง,968,โรงพยาบาลเวชการุณย์รัศมิ์,6574.760878
1663,ชุมชนบ้านคู่คลอง,1019,101901,2,13.7538756,100.4605165,เขตตลิ่งชัน,แขวงคลองชักพระ,ชุมชนชานเมือง,408,โรงพยาบาลวิชัยเวช แยกไฟฉาย,1015.714486
1292,"ชุมชนหมู่ 6,8 คันนายาว",1043,104301,2,13.84904672,100.6786633,เขตคันนายาว,แขวงคันนายาว,ชุมชนชานเมือง,562,โรงพยาบาลสินแพทย์,2131.908087
1294,ชุมชนริมคลองลำเกร็ด,1043,104301,2,13.82962218,100.6800502,เขตคันนายาว,แขวงคันนายาว,ชุมชนชานเมือง,667,โรงพยาบาลอินทรารัตน์,920.7088195
1295,ชุมชนเกาะแครายพัฒนา,1043,104301,2,13.80590725,100.671732,เขตคันนายาว,แขวงคันนายาว,ชุมชนชานเมือง,293,โรงพยาบาลนพรัตน์ราชธานี,2137.364346
1617,ชุมชนเลิศสุขสม,1022,102202,2,13.72293021,100.430126,เขตภาษีเจริญ,แขวงบางด้วน,ชุมชนชานเมือง,812,โรงพยาบาลมิตรประชา,1250.799518
1739,ชุมชนหมู่ 5 บางพรม,1019,101904,2,13.74715171,100.4433672,เขตตลิ่งชัน,แขวงบางพรม,ชุมชนชานเมือง,850,โรงพยาบาลเฉพาะทางอาชีวเวชศาสตร์อินเตอร์เมด,875.6850733
1332,ชุมชนราษฎร์นิมิตสัมพันธ์ หมู่ 1,1046,104601,2,13.91506843,100.7273283,เขตคลองสามวา,แขวงสามวาตะวันตก,ชุมชนชานเมือง,620,โรงพยาบาลรัตนประชารักษ์,2834.093884
1333,ชุมชนมีนทองพัฒนา หมู่ 2,1046,104601,2,13.90579728,100.7270097,เขตคลองสามวา,แขวงสามวาตะวันตก,ชุมชนชานเมือง,417,โรงพยาบาลรัตนประชารักษ์,2853.202399
1005,ชุมชนงามปัญจะ,1040,104001,1,13.6910837,100.4253661,เขตบางแค,แขวงบางแค,ชุมชนแออัด,450,โรงพยาบาลสหวิทยาการมะลิ,2016.72967
1335,"ชุมชนแป้นทองสัมพันธ์ หมู่13,14",1046,104601,2,13.88749239,100.7106092,เขตคลองสามวา,แขวงสามวาตะวันตก,ชุมชนชานเมือง,570,โรงพยาบาลซีจีเอชสายไหม,4932.783993
1336,ชุมชนสายสัมพันธ์พัฒนา หมู่ 5,1046,104601,2,13.86756368,100.7271613,เขตคลองสามวา,แขวงสามวาตะวันตก,ชุมชนชานเมือง,453,โรงพยาบาลรัตนประชารักษ์,5471.333355
1337,ชุมชนพร้อมใจพัฒนา หมู่ 2,1046,104602,2,13.90117702,100.7323418,เขตคลองสามวา,แขวงสามวาตะวันออก,ชุมชนชานเมือง,1653,โรงพยาบาลรัตนประชารักษ์,2444.05995
1338,ชุมชนเฟื่องฟ้าพัฒนา หมู่ 11,1046,104602,2,13.90150314,100.7436598,เขตคลองสามวา,แขวงสามวาตะวันออก,ชุมชนชานเมือง,505,โรงพยาบาลรัตนประชารักษ์,1387.706824
1339,ชุมชนสามัคคีพัฒนา หมู่ 13,1046,104602,2,13.91185834,100.7653978,เขตคลองสามวา,แขวงสามวาตะวันออก,ชุมชนชานเมือง,453,โรงพยาบาลรัตนประชารักษ์,1349.64399
1341,ชุมชนรวมน้ำใจพัฒนา หมู่ 20,1046,104602,2,13.88761891,100.7627347,เขตคลองสามวา,แขวงสามวาตะวันออก,ชุมชนชานเมือง,218,โรงพยาบาลรัตนประชารักษ์,2694.817085
1342,ชุมชนน้ำใสดอกไม้สวย หมู่ 19,1046,104602,2,13.88649861,100.7689248,เขตคลองสามวา,แขวงสามวาตะวันออก,ชุมชนชานเมือง,304,โรงพยาบาลรัตนประชารักษ์,3121.174841
1343,ชุมชนอาบูพัฒนา หมู่ 7,1046,104605,2,13.83484731,100.7685985,เขตคลองสามวา,แขวงทรายกองดินใต้,ชุมชนชานเมือง,458,โรงพยาบาลนวมินทร์ 9,5491.308547
1345,ชุมชนเจริญพัฒนา (คูคต),1046,104603,2,13.82460482,100.705071,เขตคลองสามวา,แขวงบางชัน,ชุมชนชานเมือง,250,โรงพยาบาลเสรีรักษ์,2007.007846
1346,ชุมชนประชาสร้างสรรค์ หมู่ 21,1046,104602,2,13.8817606,100.7528931,เขตคลองสามวา,แขวงสามวาตะวันออก,ชุมชนชานเมือง,470,โรงพยาบาลรัตนประชารักษ์,3131.236063
1347,ชุมชนบัวแก้วพัฒนา หมู่ 1,1046,104604,2,13.84754768,100.7316939,เขตคลองสามวา,แขวงทรายกองดิน,ชุมชนชานเมือง,604,โรงพยาบาลนวมินทร์ 9,4051.748281
1348,ชุมชนวังตาหนวดพัฒนา หมู่ 5,1046,104604,2,13.85774733,100.7526758,เขตคลองสามวา,แขวงทรายกองดิน,ชุมชนชานเมือง,675,โรงพยาบาลรัตนประชารักษ์,5788.113588
1379,ชุมชนริมคลอง 1,1046,104604,2,13.8623275,100.7517296,เขตคลองสามวา,แขวงทรายกองดิน,ชุมชนชานเมือง,955,โรงพยาบาลรัตนประชารักษ์,5283.150685
1467,ชุมชนวัดหนองใหญ่,1042,104202,2,13.91385092,100.6764371,เขตสายไหม,แขวงออเงิน,ชุมชนชานเมือง,390,โรงพยาบาลซีจีเอชสายไหม,1395.793238
1633,ชุมชนซอยสามัคคี,1023,102302,2,13.71866232,100.363165,เขตหนองแขม,แขวงหนองแขม,ชุมชนชานเมือง,362,โรงพยาบาลราชพิพัฒน์,1441.374665
1773,ชุมชนฮิดายะห์พัฒนา,1044,104401,2,13.77689883,100.6722006,เขตสะพานสูง,แขวงสะพานสูง,ชุมชนชานเมือง,356,โรงพยาบาลเกษมราษฏร์ รามคำแหง,515.5600925
1372,ชุมชนหมู่บ้านอินเตอร์ หมู่ที่ 10,1046,104604,2,13.83951274,100.7494774,เขตคลองสามวา,แขวงทรายกองดิน,ชุมชนชานเมือง,388,โรงพยาบาลนวมินทร์ 9,4150.181369
1780,ชุมชนชายคลอง,1023,102302,2,13.72503368,100.3552773,เขตหนองแขม,แขวงหนองแขม,ชุมชนชานเมือง,191,โรงพยาบาลราชพิพัฒน์,1427.52068
1783,ชุมชนแผ่นดินทองบ้านเกาะพัฒนา,1003,100302,2,13.87526131,100.8853822,เขตหนองจอก,แขวงหนองจอก,ชุมชนชานเมือง,790,โรงพยาบาลเวชการุณย์รัศมิ์,3489.094828
1247,ชุมชนหลังสวนธนบุรีรมย์,1049,104901,2,13.65309085,100.4882997,เขตทุ่งครุ,แขวงบางมด,ชุมชนชานเมือง,1036,โรงพยาบาลสุขสวัสดิ์,2885.051784
1784,ชุมชนดำรงสันติธรรม,1003,100301,2,13.85726245,100.8468864,เขตหนองจอก,แขวงกระทุ่มราย,ชุมชนชานเมือง,834,โรงพยาบาลเวชการุณย์รัศมิ์,1311.984732
1786,ชุมชนผดุงพันธ์พัฒนา,1003,100302,2,13.85651272,100.8694505,เขตหนองจอก,แขวงหนองจอก,ชุมชนชานเมือง,922,โรงพยาบาลเวชการุณย์รัศมิ์,1129.031123
1788,ชุมชนเกษตรก้าวหน้าลำรางหนองกง,1005,100502,2,13.86446798,100.6758322,เขตบางเขน,แขวงอนุสาวรีย์,ชุมชนชานเมือง,466,โรงพยาบาลสินแพทย์,3550.503693
1380,ชุมชนเจริญสุขพัฒนา,1046,104605,2,13.86436082,100.7755932,เขตคลองสามวา,แขวงทรายกองดินใต้,ชุมชนชานเมือง,553,โรงพยาบาลรัตนประชารักษ์,5612.938929
1382,ชุมชนคลองลำมะเขือขื่น,1046,104602,2,13.89475157,100.7836887,เขตคลองสามวา,แขวงสามวาตะวันออก,ชุมชนชานเมือง,473,โรงพยาบาลรัตนประชารักษ์,3719.892051
1383,ชุมชนสุขสันต์พัฒนา หมู่1,1046,104602,2,13.90684888,100.7291178,เขตคลองสามวา,แขวงสามวาตะวันออก,ชุมชนชานเมือง,769,โรงพยาบาลรัตนประชารักษ์,2610.394856
1384,ชุมชนนูรุดดีน,1046,104605,2,13.83680494,100.7716101,เขตคลองสามวา,แขวงทรายกองดินใต้,ชุมชนชานเมือง,506,โรงพยาบาลนวมินทร์ 9,5880.385436
1328,ชุมชนคลองแม่จันทร์,1044,104401,2,13.74580751,100.7088358,เขตสะพานสูง,แขวงสะพานสูง,ชุมชนชานเมือง,237,โรงพยาบาลสิรินธร,3063.540118
1855,ชุมชนคลองตาสอน,1011,101105,2,13.7233377,100.852952,เขตลาดกระบัง,แขวงทับยาว,ชุมชนชานเมือง,347,โรงพยาบาลพระจอมเกล้าเจ้าคุณทหาร,6987.752976
1857,ชุมชนซิรอตุ้ลญันนะห์,1011,101106,2,13.70276049,100.8538536,เขตลาดกระบัง,แขวงขุมทอง,ชุมชนชานเมือง,224,โรงพยาบาลพระจอมเกล้าเจ้าคุณทหาร,7735.769617
992,ชุมชนหลังโรงเรียนสากลศึกษา,1040,104001,5,13.70716976,100.4230314,เขตบางแค,แขวงบางแค,ชุมชนเมือง,280,โรงพยาบาลมิตรประชา,1077.535906
398,ชุมชนเคหะชุมชนร่มเกล้า โซน 2,1011,101102,5,13.77047239,100.7310324,เขตลาดกระบัง,แขวงคลองสองต้นนุ่น,ชุมชนเมือง,2900,โรงพยาบาล รามคำแหง 2,3657.202496
1033,ชุมชนซอยแม่เนี้ยว แยก 3,1026,102601,1,13.77285001,100.5577678,เขตดินแดง,แขวงดินแดง,ชุมชนแออัด,1074,โรงพยาบาลทหารผ่านศึก,669.480015
1645,ชุมชนเพิ่มดีพัฒนา,1023,102302,2,13.69098021,100.3700505,เขตหนองแขม,แขวงหนองแขม,ชุมชนชานเมือง,318,โรงพยาบาลวิชัยเวช อินเตอร์เนชั่นแนล หนองแขม,2591.143492
1892,ชุมชนบ้านคลองนาหมอน,1003,100304,2,13.94216232,100.8860445,เขตหนองจอก,แขวงคลองสิบสอง,ชุมชนชานเมือง,272,โรงพยาบาลเวชการุณย์รัศมิ์,9857.909591
1894,ชุมชนหมู่ 4 ร่วมพัฒนา,1003,100302,2,13.86986018,100.8989551,เขตหนองจอก,แขวงหนองจอก,ชุมชนชานเมือง,380,โรงพยาบาลเวชการุณย์รัศมิ์,4543.01481
1909,ชุมชนคลองเนินทราย,1048,104801,2,13.75352425,100.3376757,เขตทวีวัฒนา,แขวงทวีวัฒนา,ชุมชนชานเมือง,721,สถาบันกัลยาณ์ราชนครินทร์,1093.006611
1911,ชุมชนคลองมหาสวัสดิ์,1048,104802,2,13.80322739,100.347338,เขตทวีวัฒนา,แขวงศาลาธรรมสพน์,ชุมชนชานเมือง,470,สถาบันกัลยาณ์ราชนครินทร์,4903.064751
1916,ชุมชนหมู่ 4 พัฒนา,1003,100303,2,13.93025967,100.8098051,เขตหนองจอก,แขวงคลองสิบ,ชุมชนชานเมือง,285,โรงพยาบาลรัตนประชารักษ์,6528.398354
1922,ชุมชนรุ่งเรือง 1,1046,104603,2,13.84581287,100.7084446,เขตคลองสามวา,แขวงบางชัน,ชุมชนชานเมือง,1057,โรงพยาบาลนพรัตน์ราชธานี,3888.311136
1923,ชุมชนสุขใจสามัคคี,1046,104605,2,13.87022889,100.7740375,เขตคลองสามวา,แขวงทรายกองดินใต้,ชุมชนชานเมือง,620,โรงพยาบาลรัตนประชารักษ์,4956.789662
1255,ชุมชนสถานีรางโพธิ์,1050,105001,2,13.6401267,100.3951114,เขตบางบอน,แขวงบางบอน,ชุมชนชานเมือง,479,โรงพยาบาลบางปะกอก 8 อินเตอร์เนชั่นแนล,2834.791977
399,ชุมชนเคหะชุมชนร่มเกล้า โซน 4,1011,101102,5,13.76513214,100.7346734,เขตลาดกระบัง,แขวงคลองสองต้นนุ่น,ชุมชนเมือง,1677,โรงพยาบาล รามคำแหง 2,4342.132034
400,ชุมชนรามอินทราเนรมิต,1010,101001,5,13.8093236,100.711138,เขตมีนบุรี,แขวงมีนบุรี,ชุมชนเมือง,5695,โรงพยาบาลเสรีรักษ์,696.4083064
404,ชุมชนหมู่บ้านปรีชา 10,1010,101001,5,13.80358467,100.7252742,เขตมีนบุรี,แขวงมีนบุรี,ชุมชนเมือง,2064,โรงพยาบาลนวมินทร์ 9,924.6672937
406,ชุมชนออมทรัพย์,1010,101002,5,13.78988247,100.7520941,เขตมีนบุรี,แขวงแสนแสบ,ชุมชนเมือง,848,โรงพยาบาลนวมินทร์ 9,3917.761422
408,ชุมชนหมู่บ้านสุภาวัลย์-เทพารักษ์,1010,101001,5,13.80283158,100.7243993,เขตมีนบุรี,แขวงมีนบุรี,ชุมชนเมือง,1045,โรงพยาบาลนวมินทร์,992.3298212
813,ชุมชนรัตนาวลัย,1036,103604,5,13.90945068,100.5870205,เขตดอนเมือง,แขวงดอนเมือง,ชุมชนเมือง,1168,โรงพยาบาลซีจีเอชโรงพยาบาลทั่วไปขนาดใหญ่,3108.388733
441,ชุมชนหมู่บ้านวาสนา,1010,101001,5,13.82369237,100.7192529,เขตมีนบุรี,แขวงมีนบุรี,ชุมชนเมือง,441,โรงพยาบาลนวมินทร์,1385.921533
444,ชุมชนโครงการร่วมกันสร้าง,1006,100601,5,13.78905917,100.6299856,เขตบางกะปิ,แขวงคลองจั่น,ชุมชนเมือง,509,โรงพยาบาลลาดพร้าว,1336.320683
445,ชุมชน 101 บึงทองหลาง,1006,100601,5,13.79447821,100.6279053,เขตบางกะปิ,แขวงคลองจั่น,ชุมชนเมือง,760,โรงพยาบาลลาดพร้าวเวชกรรม,1808.185675
446,ชุมชนสุขสันต์ 26,1006,100601,5,13.8001465,100.6332164,เขตบางกะปิ,แขวงคลองจั่น,ชุมชนเมือง,1041,โรงพยาบาลสิรินาถ บึงกุ่ม,1605.426061
461,ชุมชนหมู่บ้านไปรษณีย์,1005,100502,5,13.85779515,100.6508994,เขตบางเขน,แขวงอนุสาวรีย์,ชุมชนเมือง,1643,โรงพยาบาลเด็กสินแพทย์,3165.92457
462,ชุมชนหมู่บ้านแหลมทองพัฒนา,1005,100502,5,13.85146657,100.6403551,เขตบางเขน,แขวงอนุสาวรีย์,ชุมชนเมือง,248,โรงพยาบาลเฉพาะทางกระดูกและข้อ ข้อดีมีสุข,2274.328925
463,ชุมชนหมู่บ้านคงหิรัญ,1005,100502,5,13.85241852,100.6385764,เขตบางเขน,แขวงอนุสาวรีย์,ชุมชนเมือง,352,โรงพยาบาลเฉพาะทางกระดูกและข้อ ข้อดีมีสุข,2286.273549
465,ชุมชนสุขสันติ,1005,100502,5,13.85173932,100.6360647,เขตบางเขน,แขวงอนุสาวรีย์,ชุมชนเมือง,393,โรงพยาบาลเฉพาะทางกระดูกและข้อ ข้อดีมีสุข,2123.166004
466,ชุมชนหมู่บ้านเก้าแสนสอง,1005,100502,5,13.84850697,100.6355333,เขตบางเขน,แขวงอนุสาวรีย์,ชุมชนเมือง,733,โรงพยาบาลเฉพาะทางกระดูกและข้อ ข้อดีมีสุข,1764.932617
467,ชุมชนหมู่บ้านในฝันเคหะธานี,1005,100502,5,13.84897259,100.625333,เขตบางเขน,แขวงอนุสาวรีย์,ชุมชนเมือง,371,โรงพยาบาลเฉพาะทางกระดูกและข้อ ข้อดีมีสุข,1809.567489
468,ชุมชนหมู่บ้านพัฒนาคลองหลุมไผ่,1005,100502,5,13.8469903,100.6230251,เขตบางเขน,แขวงอนุสาวรีย์,ชุมชนเมือง,693,โรงพยาบาลเฉพาะทางกระดูกและข้อ ข้อดีมีสุข,1702.795985
485,ชุมชนหมู่บ้านเฉลิมสุข 9,1005,100502,5,13.85328411,100.6294149,เขตบางเขน,แขวงอนุสาวรีย์,ชุมชนเมือง,606,โรงพยาบาลเฉพาะทางกระดูกและข้อ ข้อดีมีสุข,2205.194829
486,ชุมชนหมู่บ้านศิริชัย,1005,100502,5,13.85032633,100.6256477,เขตบางเขน,แขวงอนุสาวรีย์,ชุมชนเมือง,261,โรงพยาบาลเฉพาะทางกระดูกและข้อ ข้อดีมีสุข,1943.718669
491,ชุมชนหมู่บ้านอนันต์สุขสันต์ รุ่น 18-20,1005,100502,5,13.88123913,100.6337919,เขตบางเขน,แขวงอนุสาวรีย์,ชุมชนเมือง,4510,โรงพยาบาลเอส วาย เอช,2819.631927
495,ชุมชนสุขฤดี,1005,100502,5,13.86975947,100.6500033,เขตบางเขน,แขวงอนุสาวรีย์,ชุมชนเมือง,981,โรงพยาบาลเด็กสินแพทย์,4385.314743
496,ชุมชนหมู่บ้านเสนาวิล่า,1005,100502,5,13.87137335,100.6492654,เขตบางเขน,แขวงอนุสาวรีย์,ชุมชนเมือง,1799,โรงพยาบาลเด็กสินแพทย์,4580.873773
500,ชุมชนหมู่บ้านศิริวงศ์,1005,100502,5,13.85169845,100.6299959,เขตบางเขน,แขวงอนุสาวรีย์,ชุมชนเมือง,ไม่พบ,โรงพยาบาลเฉพาะทางกระดูกและข้อ ข้อดีมีสุข,2027.752092
501,ชุมชนหมู่บ้านบางเขนวิลล่า,1005,100502,5,13.8628398,100.6305269,เขตบางเขน,แขวงอนุสาวรีย์,ชุมชนเมือง,427,โรงพยาบาลเฉพาะทางกระดูกและข้อ ข้อดีมีสุข,3260.055772
1643,ชุมชนหลังตลาดศูนย์การค้าหนองแขม หมู่ 2,1023,102302,5,13.70504942,100.3414507,เขตหนองแขม,แขวงหนองแขม,ชุมชนเมือง,399,โรงพยาบาลวิชัยเวช อินเตอร์เนชั่นแนล หนองแขม,1143.518327
1644,ชุมชนหรรษามาเจริญ,1023,102302,5,13.70414269,100.3436184,เขตหนองแขม,แขวงหนองแขม,ชุมชนเมือง,614,โรงพยาบาลวิชัยเวช อินเตอร์เนชั่นแนล หนองแขม,931.9134838
1648,ชุมชนหมู่บ้านอมรทรัพย์,1003,100305,5,13.84012671,100.8408592,เขตหนองจอก,แขวงโคกแฝด,ชุมชนเมือง,1603,โรงพยาบาลเวชการุณย์รัศมิ์,2714.016412
1246,ชุมชนสามัคคี,1049,104901,5,13.64636186,100.5143049,เขตทุ่งครุ,แขวงบางมด,ชุมชนเมือง,867,โรงพยาบาลสุขสวัสดิ์,3578.028509
1453,ชุมชนหมู่บ้านซื่อตรง,1042,104203,5,13.89186533,100.6180169,เขตสายไหม,แขวงคลองถนน,ชุมชนเมือง,903,โรงพยาบาลซีจีเอชโรงพยาบาลทั่วไปขนาดใหญ่,1247.708786
1454,ชุมชนทองอยู่ร่วมใจ,1042,104203,5,13.89400153,100.613461,เขตสายไหม,แขวงคลองถนน,ชุมชนเมือง,130,โรงพยาบาลซีจีเอชโรงพยาบาลทั่วไปขนาดใหญ่,899.8962457
1218,ชุมชนหมู่บ้านอยู่เจริญ (โครงการ 3),1026,102601,5,13.7949719,100.5686616,เขตดินแดง,แขวงดินแดง,ชุมชนเมือง,754,โรงพยาบาลโกลเด้นเยียส์,1100.432128
1280,ชุมชนหมู่บ้านมณียาวิลล์,1047,104701,5,13.68250561,100.6152259,เขตบางนา,แขวงบางนา,ชุมชนเมือง,2318,โรงพยาบาลผู้สูงอายุขนาดกลางกล้วยน้ำไท 2,1102.907259
1219,ชุมชนริมคลองหัวหมากใหญ่,1034,103401,5,13.73554426,100.6456572,เขตสวนหลวง,แขวงสวนหลวง,ชุมชนเมือง,1017,โรงพยาบาลวิภาราม,88.19263709
1221,ชุมชนคลองหัวหมาก,1034,103401,5,13.73236249,100.6347894,เขตสวนหลวง,แขวงสวนหลวง,ชุมชนเมือง,128,โรงพยาบาลวิภาราม,1164.910713
1222,ชุมชนพัฒนาคลองสะแก,1034,103401,5,13.73419437,100.6077292,เขตสวนหลวง,แขวงสวนหลวง,ชุมชนเมือง,918,โรงพยาบาลแพทย์ปัญญา,1075.191554
1223,ชุมชนมหาพลสัมพันธ์,1034,103401,5,13.71042932,100.6396022,เขตสวนหลวง,แขวงสวนหลวง,ชุมชนเมือง,469,โรงพยาบาลวิภาราม,2770.2414
1224,ชุมชนร่มเย็น,1040,104004,5,13.69200801,100.3932163,เขตบางแค,แขวงหลักสอง,ชุมชนเมือง,2572,โรงพยาบาลบุญญาเวช,2095.108713
1652,ชุมชนบ้านทรัพย์เจริญ,1003,100305,5,13.84276842,100.8284393,เขตหนองจอก,แขวงโคกแฝด,ชุมชนเมือง,1696,โรงพยาบาลเวชการุณย์รัศมิ์,3664.823027
1653,ชุมชนกิติชัย 2,1003,100302,5,13.85947106,100.8356279,เขตหนองจอก,แขวงหนองจอก,ชุมชนเมือง,534,โรงพยาบาลเวชการุณย์รัศมิ์,2542.836083
